Kode Mata Kuliah,Nama Mata Kuliah,Kelas,Sifat Mata Kuliah,Jumlah SKS,Kode Nilai,Nilai Angka,NIM,IP,Semester,Komponen Penilaian,Nilai
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A,81.84,2211511002,3.82,Ganjil 2024,Kehadiran,92.86
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A,81.84,2211511002,3.82,Ganjil 2024,TUGAS-PR,80.03
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A,81.84,2211511002,3.82,Ganjil 2024,UTS,79.86
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A,81.84,2211511002,3.82,Ganjil 2024,Presentasi,81.51
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A,81.84,2211511002,3.82,Ganjil 2024,UAS,75.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/B,W,2,B+,71.5,2211511002,3.82,Ganjil 2024,TUGAS-PR,83.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/B,W,2,B+,71.5,2211511002,3.82,Ganjil 2024,UTS,47.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/B,W,2,B+,71.5,2211511002,3.82,Ganjil 2024,KUIS,84.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/B,W,2,B+,71.5,2211511002,3.82,Ganjil 2024,UAS,80.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/B,W,2,B+,71.45,2211511002,3.82,Ganjil 2024,UTS,60.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/B,W,2,B+,71.45,2211511002,3.82,Ganjil 2024,KUIS,79.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/B,W,2,B+,71.45,2211511002,3.82,Ganjil 2024,TUGAS-PR,70.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/B,W,2,B+,71.45,2211511002,3.82,Ganjil 2024,UAS,80.3
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/A,W,4,B+,72.9,2211511003,3.5,Ganjil 2022,TUGAS-PR,75.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/A,W,4,B+,72.9,2211511003,3.5,Ganjil 2022,KUIS,93.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/A,W,4,B+,72.9,2211511003,3.5,Ganjil 2022,UTS,61.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/A,W,4,B+,72.9,2211511003,3.5,Ganjil 2022,UAS,70.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A-,77.8,2211511003,3.5,Ganjil 2022,UTS,70.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A-,77.8,2211511003,3.5,Ganjil 2022,UAS,78.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A-,77.8,2211511003,3.5,Ganjil 2022,TUGAS-PR,85.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A-,77.8,2211511003,3.5,Ganjil 2022,Sikap,75.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A-,77.8,2211511003,3.5,Ganjil 2022,Kehadiran,100.0
SCE61104,Kimia 1,SCE61104/TK/Kuliah/A,W,2,A-,77.7,2211511003,3.5,Ganjil 2022,UTS,91.1
SCE61104,Kimia 1,SCE61104/TK/Kuliah/A,W,2,A-,77.7,2211511003,3.5,Ganjil 2022,UAS,64.3
SCE61103,Matematika 1,SCE61103/TK/Kuliah/A,W,3,B-,62.29,2211511003,3.5,Ganjil 2022,UTS,65.0
SCE61103,Matematika 1,SCE61103/TK/Kuliah/A,W,3,B-,62.29,2211511003,3.5,Ganjil 2022,UAS,59.6
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,A,83.61,2211511003,3.5,Ganjil 2022,TUGAS-PR,100.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,A,83.61,2211511003,3.5,Ganjil 2022,Kehadiran,100.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,A,83.61,2211511003,3.5,Ganjil 2022,Presentasi,78.85
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,A,83.61,2211511003,3.5,Ganjil 2022,UTS,73.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,A,83.61,2211511003,3.5,Ganjil 2022,UAS,95.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/A,W,2,B,65.75,2211511003,3.5,Ganjil 2022,UTS,55.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/A,W,2,B,65.75,2211511003,3.5,Ganjil 2022,TUGAS-PR,85.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/A,W,2,B,65.75,2211511003,3.5,Ganjil 2022,UAS,60.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,B,68.0,2211511003,3.03,Genap 2022,TUGAS-PR,82.5
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,B,68.0,2211511003,3.03,Genap 2022,Kehadiran,100.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,B,68.0,2211511003,3.03,Genap 2022,UTS,40.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,B,68.0,2211511003,3.03,Genap 2022,UAS,65.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,51.49,2211511003,3.03,Genap 2022,UAS,29.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,51.49,2211511003,3.03,Genap 2022,UTS,23.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,51.49,2211511003,3.03,Genap 2022,TUGAS-PR,93.75
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,51.49,2211511003,3.03,Genap 2022,Kehadiran,85.71
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,56.82,2211511003,3.03,Genap 2022,TUGAS-PR,82.13
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,56.82,2211511003,3.03,Genap 2022,KUIS,53.5
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,56.82,2211511003,3.03,Genap 2022,UTS,55.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,56.82,2211511003,3.03,Genap 2022,UAS,44.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,B,65.8,2211511003,3.03,Genap 2022,UTS,63.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,B,65.8,2211511003,3.03,Genap 2022,TUGAS-PR,75.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,B,65.8,2211511003,3.03,Genap 2022,UAS,64.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/A,W,1,A,88.11,2211511003,3.03,Genap 2022,Kehadiran,100.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/A,W,1,A,88.11,2211511003,3.03,Genap 2022,Praktikum,83.48
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/A,W,1,A,88.11,2211511003,3.03,Genap 2022,TUGAS-PR,89.63
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,B,67.59,2211511003,3.03,Genap 2022,UAS,55.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,B,67.59,2211511003,3.03,Genap 2022,UTS,69.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,B,67.59,2211511003,3.03,Genap 2022,TUGAS-PR,90.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A,82.35,2211511003,2.74,Ganjil 2023,Tugas Besar,82.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A,82.35,2211511003,2.74,Ganjil 2023,UTS,82.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A,82.35,2211511003,2.74,Ganjil 2023,UAS,83.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,C+,56.65,2211511003,2.74,Ganjil 2023,TUGAS-PR,85.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,C+,56.65,2211511003,2.74,Ganjil 2023,KUIS,85.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,C+,56.65,2211511003,2.74,Ganjil 2023,UTS,48.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,C+,56.65,2211511003,2.74,Ganjil 2023,UAS,41.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,87.3,2211511003,2.74,Ganjil 2023,UAS,90.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,87.3,2211511003,2.74,Ganjil 2023,UTS,89.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,87.3,2211511003,2.74,Ganjil 2023,TUGAS-PR,88.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,87.3,2211511003,2.74,Ganjil 2023,Presentasi,80.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,37.9,2211511003,2.74,Ganjil 2023,UTS,15.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,37.9,2211511003,2.74,Ganjil 2023,KUIS,20.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,37.9,2211511003,2.74,Ganjil 2023,UAS,48.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,37.9,2211511003,2.74,Ganjil 2023,TUGAS-PR,75.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,54.2,2211511003,2.74,Ganjil 2023,UTS,34.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,54.2,2211511003,2.74,Ganjil 2023,TUGAS-PR,90.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,54.2,2211511003,2.74,Ganjil 2023,KUIS,85.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,54.2,2211511003,2.74,Ganjil 2023,UAS,30.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt04,W,1,A,88.2,2211511003,2.74,Ganjil 2023,UTS,87.5
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt04,W,1,A,88.2,2211511003,2.74,Ganjil 2023,UAS,89.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt04,W,1,A,88.2,2211511003,2.74,Ganjil 2023,TUGAS-PR,84.25
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt04,W,1,A,88.2,2211511003,2.74,Ganjil 2023,Praktikum,92.0
CCE61109,Praktikum Logika Digital,CCE61109/TK/Prakt03,W,1,A-,75.8,2211511003,2.74,Ganjil 2023,Praktikum,75.8
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt01,W,1,A-,79.86,2211511003,2.74,Ganjil 2023,Kehadiran,100.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt01,W,1,A-,79.86,2211511003,2.74,Ganjil 2023,KUIS,58.43
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt01,W,1,A-,79.86,2211511003,2.74,Ganjil 2023,TUGAS-PR,95.43
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt01,W,1,A-,79.86,2211511003,2.74,Ganjil 2023,Sikap,90.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt01,W,1,A-,79.86,2211511003,2.74,Ganjil 2023,UAS,50.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt01,W,1,A-,79.86,2211511003,2.74,Ganjil 2023,Praktikum,94.95
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,C+,58.58,2211511003,2.74,Ganjil 2023,UAS,48.0
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,C+,58.58,2211511003,2.74,Ganjil 2023,TUGAS-PR,79.31
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,C+,58.58,2211511003,2.74,Ganjil 2023,UTS,46.4
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,C+,58.58,2211511003,2.74,Ganjil 2023,KUIS,72.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,71.8,2211511003,3.4,Genap 2023,UTS,63.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,71.8,2211511003,3.4,Genap 2023,TUGAS-PR,89.67
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,71.8,2211511003,3.4,Genap 2023,KUIS,81.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,71.8,2211511003,3.4,Genap 2023,Presentasi,75.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,71.8,2211511003,3.4,Genap 2023,UAS,46.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B-,64.59,2211511003,3.4,Genap 2023,UAS,40.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B-,64.59,2211511003,3.4,Genap 2023,KUIS,80.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B-,64.59,2211511003,3.4,Genap 2023,TUGAS-PR,80.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B-,64.59,2211511003,3.4,Genap 2023,UTS,62.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,A-,77.2,2211511003,3.4,Genap 2023,TUGAS-PR,85.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,A-,77.2,2211511003,3.4,Genap 2023,UAS,80.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,A-,77.2,2211511003,3.4,Genap 2023,KUIS,76.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,A-,77.2,2211511003,3.4,Genap 2023,UTS,70.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/A,W,1,A,82.22,2211511003,3.4,Genap 2023,UAS,81.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/A,W,1,A,82.22,2211511003,3.4,Genap 2023,TUGAS-PR,88.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/A,W,1,A,82.22,2211511003,3.4,Genap 2023,Praktikum,77.5
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,C,50.6,2211511003,3.4,Genap 2023,KUIS,40.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,C,50.6,2211511003,3.4,Genap 2023,UTS,45.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,C,50.6,2211511003,3.4,Genap 2023,TUGAS-PR,90.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,C,50.6,2211511003,3.4,Genap 2023,UAS,37.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A,81.22,2211511003,3.4,Genap 2023,Kehadiran,100.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A,81.22,2211511003,3.4,Genap 2023,TUGAS-PR,77.5
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A,81.22,2211511003,3.4,Genap 2023,UTS,72.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A,81.22,2211511003,3.4,Genap 2023,Presentasi,76.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A,81.22,2211511003,3.4,Genap 2023,UAS,80.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B+,73.59,2211511003,3.4,Genap 2023,UAS,72.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B+,73.59,2211511003,3.4,Genap 2023,KUIS,76.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B+,73.59,2211511003,3.4,Genap 2023,UTS,68.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B+,73.59,2211511003,3.4,Genap 2023,TUGAS-PR,82.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,A,86.1,2211511003,3.4,Genap 2023,TUGAS-PR,75.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,A,86.1,2211511003,3.4,Genap 2023,UTS,92.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,A,86.1,2211511003,3.4,Genap 2023,KUIS,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,A,86.1,2211511003,3.4,Genap 2023,Presentasi,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,A,86.1,2211511003,3.4,Genap 2023,Tugas Besar,90.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A-,79.09,2211511003,3.4,Genap 2023,Kehadiran,100.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A-,79.09,2211511003,3.4,Genap 2023,TUGAS-PR,86.17
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A-,79.09,2211511003,3.4,Genap 2023,UTS,62.5
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A-,79.09,2211511003,3.4,Genap 2023,UAS,76.0
ECS60208,Cloud Computing,ECS60208/TK/Kuliah/A,P,2,A,83.8,2211511003,3.63,Ganjil 2024,UTS,85.0
ECS60208,Cloud Computing,ECS60208/TK/Kuliah/A,P,2,A,83.8,2211511003,3.63,Ganjil 2024,TUGAS-PR,80.0
ECS60208,Cloud Computing,ECS60208/TK/Kuliah/A,P,2,A,83.8,2211511003,3.63,Ganjil 2024,Tugas Besar,90.0
ECS60208,Cloud Computing,ECS60208/TK/Kuliah/A,P,2,A,83.8,2211511003,3.63,Ganjil 2024,UAS,81.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B-,61.1,2211511003,3.63,Ganjil 2024,UAS,77.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B-,61.1,2211511003,3.63,Ganjil 2024,UTS,30.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B-,61.1,2211511003,3.63,Ganjil 2024,TUGAS-PR,80.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B-,61.1,2211511003,3.63,Ganjil 2024,Tugas Besar,77.5
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.77,2211511003,3.63,Ganjil 2024,UTS,83.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.77,2211511003,3.63,Ganjil 2024,TUGAS-PR,90.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.77,2211511003,3.63,Ganjil 2024,KUIS,71.25
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.77,2211511003,3.63,Ganjil 2024,Presentasi,70.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.77,2211511003,3.63,Ganjil 2024,UAS,62.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A,82.51,2211511003,3.63,Ganjil 2024,UTS,85.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A,82.51,2211511003,3.63,Ganjil 2024,TUGAS-PR,76.33
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A,82.51,2211511003,3.63,Ganjil 2024,UAS,82.5
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,A-,78.5,2211511003,3.63,Ganjil 2024,UTS,90.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,A-,78.5,2211511003,3.63,Ganjil 2024,UAS,62.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,A-,78.5,2211511003,3.63,Ganjil 2024,TUGAS-PR,79.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,A-,78.5,2211511003,3.63,Ganjil 2024,KUIS,83.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,B+,73.01,2211511003,3.63,Ganjil 2024,UAS,46.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,B+,73.01,2211511003,3.63,Ganjil 2024,UTS,66.67
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,B+,73.01,2211511003,3.63,Ganjil 2024,Praktikum,73.37
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,B+,73.01,2211511003,3.63,Ganjil 2024,TUGAS-PR,81.0
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/B,W,1,B,67.66,2211511003,3.63,Ganjil 2024,TUGAS-PR,87.57
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/B,W,1,B,67.66,2211511003,3.63,Ganjil 2024,KUIS,31.0
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/B,W,1,B,67.66,2211511003,3.63,Ganjil 2024,Praktikum,77.73
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/B,W,1,B,67.66,2211511003,3.63,Ganjil 2024,Sikap,95.86
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/B,W,1,B,67.66,2211511003,3.63,Ganjil 2024,UAS,57.25
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A,84.55,2211511003,3.63,Ganjil 2024,Kehadiran,100.0
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A,84.55,2211511003,3.63,Ganjil 2024,TUGAS-PR,82.02
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A,84.55,2211511003,3.63,Ganjil 2024,UTS,76.18
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A,84.55,2211511003,3.63,Ganjil 2024,Presentasi,81.02
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A,84.55,2211511003,3.63,Ganjil 2024,UAS,85.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,A-,75.59,2211511003,3.63,Ganjil 2024,TUGAS-PR,84.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,A-,75.59,2211511003,3.63,Ganjil 2024,UTS,59.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,A-,75.59,2211511003,3.63,Ganjil 2024,KUIS,81.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,A-,75.59,2211511003,3.63,Ganjil 2024,UAS,83.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,B,68.35,2211511003,3.63,Ganjil 2024,KUIS,69.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,B,68.35,2211511003,3.63,Ganjil 2024,UTS,68.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,B,68.35,2211511003,3.63,Ganjil 2024,TUGAS-PR,70.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,B,68.35,2211511003,3.63,Ganjil 2024,UAS,67.72
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,B,68.41,2211511004,3.36,Ganjil 2022,TUGAS-PR,75.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,B,68.41,2211511004,3.36,Ganjil 2022,KUIS,94.6
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,B,68.41,2211511004,3.36,Ganjil 2022,UTS,45.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,B,68.41,2211511004,3.36,Ganjil 2022,UAS,70.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,70.5,2211511004,3.36,Ganjil 2022,UTS,60.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,70.5,2211511004,3.36,Ganjil 2022,TUGAS-PR,90.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,70.5,2211511004,3.36,Ganjil 2022,UAS,65.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,70.5,2211511004,3.36,Ganjil 2022,Kehadiran,100.0
SCE61104,Kimia 1,SCE61104/TK/Kuliah/B,W,2,A-,75.56,2211511004,3.36,Ganjil 2022,UTS,77.9
SCE61104,Kimia 1,SCE61104/TK/Kuliah/B,W,2,A-,75.56,2211511004,3.36,Ganjil 2022,UAS,73.23
SCE61103,Matematika 1,SCE61103/TK/Kuliah/B,W,3,B-,64.6,2211511004,3.36,Ganjil 2022,UTS,78.0
SCE61103,Matematika 1,SCE61103/TK/Kuliah/B,W,3,B-,64.6,2211511004,3.36,Ganjil 2022,UAS,51.2
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,83.61,2211511004,3.36,Ganjil 2022,Kehadiran,92.86
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,83.61,2211511004,3.36,Ganjil 2022,TUGAS-PR,100.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,83.61,2211511004,3.36,Ganjil 2022,Presentasi,86.29
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,83.61,2211511004,3.36,Ganjil 2022,UTS,73.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,A,83.61,2211511004,3.36,Ganjil 2022,UAS,85.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/B,W,2,B+,72.75,2211511004,3.36,Ganjil 2022,UTS,65.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/B,W,2,B+,72.75,2211511004,3.36,Ganjil 2022,TUGAS-PR,85.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/B,W,2,B+,72.75,2211511004,3.36,Ganjil 2022,UAS,70.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/B,W,2,B+,70.54,2211511004,3.49,Genap 2022,TUGAS-PR,82.5
